# Range /mm, dE/dx (el) /MeV * cm ** 2 / mg, Ion Energy /MeV / u
1.113758541831655613e+01,2.254714704533042013e+00,1.463020839723833642e-02
1.115892431352862602e+01,2.260297003342995659e+00,1.469458241859790057e-02
1.118035710149047013e+01,2.265892936739777763e+00,1.475923969051094395e-02
1.120188419533727497e+01,2.271502537315106540e+00,1.482418145930128328e-02
1.122350601002205472e+01,2.277125838465130059e+00,1.488940897677665763e-02
1.124522296232364305e+01,2.282762874411708331e+00,1.495492350025284280e-02
1.126703547085473467e+01,2.288413680211749845e+00,1.502072629257790969e-02
1.128894395606995715e+01,2.294078290932938025e+00,1.508681862215655901e-02
1.131094884027396752e+01,2.299756741103343494e+00,1.515320176297456876e-02
1.133305054762958619e+01,2.305449065974796596e+00,1.521987699462333185e-02
1.135524950416599488e+01,2.311155301672215945e+00,1.528684560232455858e-02
1.137754613778692558e+01,2.316875485216263186e+00,1.535410887695502422e-02
1.139994087827892955e+01,2.322609654546430313e+00,1.542166811507146920e-02
1.142243415731964440e+01,2.328357848544559960e+00,1.548952461893557397e-02
1.144502640848611819e+01,2.334120107058827109e+00,1.555767969653905347e-02
1.146771806726317777e+01,2.339896470928167105e+00,1.562613466162891124e-02
1.149050957105181503e+01,2.345686982007170407e+00,1.569489083373272129e-02
1.151340135917762098e+01,2.351491683191452964e+00,1.576394953818409730e-02
1.153639387289924301e+01,2.357310618443490213e+00,1.583331210614818269e-02
1.155948755541690787e+01,2.363143832818962231e+00,1.590297987464737994e-02
1.158268285188095881e+01,2.368991372493573166e+00,1.597295418658709054e-02
1.160598020940043007e+01,2.374853284790381380e+00,1.604323639078159350e-02
1.162938007705166576e+01,2.380729618207642062e+00,1.611382784198003848e-02
1.165288290588698672e+01,2.386620422447166767e+00,1.618472990089259503e-02
1.167648914894337331e+01,2.392525748439630284e+00,1.625594393421665382e-02
1.170019926125120868e+01,2.398445640444994531e+00,1.632747131466317364e-02
1.172401369984303976e+01,2.404380118884392292e+00,1.639931342098316022e-02
1.174793292376238973e+01,2.410329199743190820e+00,1.647147163799419708e-02
1.177195739407260788e+01,2.416292899335523714e+00,1.654394735660719151e-02
1.179608757386576023e+01,2.422271234316935917e+00,1.661674197385316215e-02
1.182032392827155576e+01,2.428264221697302272e+00,1.668985689291017580e-02
1.184466692446629921e+01,2.434271878854025850e+00,1.676329352313036397e-02
1.186911703168191501e+01,2.440294223545518726e+00,1.683705328006714075e-02
1.189367472121498004e+01,2.446331273924970073e+00,1.691113758550244831e-02
1.191834046643580969e+01,2.452383048554410472e+00,1.698554786747417597e-02
1.194311474279759544e+01,2.458449566419071974e+00,1.706028556030370763e-02
1.196799802784554245e+01,2.464530846942048825e+00,1.713535210462351771e-02
1.199299080122609951e+01,2.470626909999277032e+00,1.721074894740498573e-02
1.201809354469619606e+01,2.476737775934817254e+00,1.728647754198628372e-02
1.204330674213253261e+01,2.482863465576463202e+00,1.736253934810038160e-02
1.206863087954089053e+01,2.489004000251671123e+00,1.743893583190316357e-02
1.209406644506552553e+01,2.495159401822950596e+00,1.751566846600172839e-02
1.211961392899855916e+01,2.501329696574352557e+00,1.759273872948275211e-02
1.214527382378944154e+01,2.507514920083818488e+00,1.767014810794101734e-02
1.217104662405442461e+01,2.513715109995250163e+00,1.774789809350800149e-02
1.219693282658612610e+01,2.519930304911061292e+00,1.782599018488071133e-02
1.222293293036307382e+01,2.526160544417155318e+00,1.790442588735050716e-02
1.224904743655934780e+01,2.532405869108387719e+00,1.798320671283216293e-02
1.227527684855423296e+01,2.538666320614512806e+00,1.806233417989298526e-02
1.230162167194190914e+01,2.544941941626634563e+00,1.814180981378207824e-02
1.232808241454122111e+01,2.551232775924148655e+00,1.822163514645977478e-02
1.235465958640545026e+01,2.557538868402220888e+00,1.830181171662714421e-02
1.238135369983215561e+01,2.563860265099760838e+00,1.838234106975566301e-02
1.240816526937303088e+01,2.570197013227947469e+00,1.846322475811697575e-02
1.243509481184385024e+01,2.576549161199285010e+00,1.854446434081286066e-02
1.246214284633441238e+01,2.582916758657209488e+00,1.862606138380525772e-02
1.248930989421854854e+01,2.589299856506250386e+00,1.870801745994646673e-02
1.251659647916416951e+01,2.595698506657773130e+00,1.879033414900942167e-02
1.254400312714337495e+01,2.602112755401218003e+00,1.887301303771821495e-02
1.257153036644257327e+01,2.608542643009731155e+00,1.895605571977862849e-02
1.259917872767267610e+01,2.614988210426430815e+00,1.903946379590886612e-02
1.262694874377932841e+01,2.621449499611486544e+00,1.912323887387043855e-02
1.265484095005315979e+01,2.627926553568318724e+00,1.920738256849907968e-02
1.268285588414013709e+01,2.634419416370321620e+00,1.929189650173596463e-02
1.271099408605189929e+01,2.640928133188078952e+00,1.937678230265891394e-02
1.273925609817618643e+01,2.647452750317115022e+00,1.946204160751383722e-02
1.276764246528727220e+01,2.653993315206159220e+00,1.954767605974620098e-02
1.279615373455649063e+01,2.660549876485973630e+00,1.963368731003280188e-02
1.282479045556276454e+01,2.667122483998696225e+00,1.972007701631351556e-02
1.285355318030320682e+01,2.673711188827768037e+00,1.980684684382329197e-02
1.288142950277937082e+01,2.680316043328406117e+00,1.989399846512424075e-02
1.290546728978227620e+01,2.686937101158666685e+00,1.998153356013784507e-02
1.292961084486256951e+01,2.693574413209898211e+00,2.006945381617739749e-02
1.295386063340777483e+01,2.700228000078315205e+00,2.015776092798048785e-02
1.297821712285315954e+01,2.706897868149328978e+00,2.024645659774168549e-02
1.300268078269073690e+01,2.713584023798907285e+00,2.033554253514532201e-02
1.302725208447832195e+01,2.720286473479220479e+00,2.042502045739849267e-02
1.305193150184862283e+01,2.727005223727429151e+00,2.051489208926413066e-02
1.307671951051836601e+01,2.733740281174675602e+00,2.060515916309425474e-02
1.310161658829746045e+01,2.740491652555313795e+00,2.069582341886334192e-02
1.312662321509822760e+01,2.747259344716368901e+00,2.078688660420192208e-02
1.315173987294462776e+01,2.754043364627213553e+00,2.087835047443020384e-02
1.317696704598156821e+01,2.760843719389507012e+00,2.097021679259195720e-02
1.320230522048423616e+01,2.767660416247346600e+00,2.106248732948847943e-02
1.322775488486745132e+01,2.774493462597682480e+00,2.115516386371269625e-02
1.325331652969510898e+01,2.781342866000985126e+00,2.124824818168350588e-02
1.327899064768961779e+01,2.788208642756109246e+00,2.134174207768017861e-02
1.330477773374140327e+01,2.795090846059932854e+00,2.143564735387695763e-02
1.333067828491844153e+01,2.801989540229258502e+00,2.152996582037775344e-02
1.335669280047585161e+01,2.808904791281597646e+00,2.162469929525110551e-02
1.338282178186550908e+01,2.815836666975054747e+00,2.171984960456518898e-02
1.340906573274572011e+01,2.822785236849009838e+00,2.181541858242300874e-02
1.343542515899091683e+01,2.829750572265558262e+00,2.191140807099774962e-02
1.346190056870142371e+01,2.836732746451705811e+00,2.200781992056831393e-02
1.348849247221324532e+01,2.843731834542355230e+00,2.210465598955497352e-02
1.351520138210790023e+01,2.850747913624070762e+00,2.220191814455517443e-02
1.354202781322230820e+01,2.857781062779654047e+00,2.229960826037955673e-02
1.356897228265870226e+01,2.864831363133535369e+00,2.239772822008803330e-02
1.359603530979461361e+01,2.871898897897992242e+00,2.249627991502614957e-02
1.362321741629286720e+01,2.878983738503950285e+00,2.259526524486150587e-02
1.365051912611165186e+01,2.886085895446928618e+00,2.269468611762040164e-02
1.367794096551460115e+01,2.893205361718023561e+00,2.279454444972454918e-02
1.370548346308095411e+01,2.900342130017730558e+00,2.289484216602810998e-02
1.373314714971573913e+01,2.907496192759096321e+00,2.299558119985472063e-02
1.376093255866000753e+01,2.914667542070198625e+00,2.309676349303480328e-02
1.378884022550110977e+01,2.921856169796710478e+00,2.319839099594298362e-02
1.381687068818301611e+01,2.929062067504609956e+00,2.330046566753565113e-02
1.384502448701669941e+01,2.936285226483016153e+00,2.340298947538878641e-02
1.387330216469053745e+01,2.943525637747145929e+00,2.350596439573583371e-02
1.390170426628078104e+01,2.950783292041413208e+00,2.360939241350584056e-02
1.393023133926205048e+01,2.958058179842652624e+00,2.371327552236164246e-02
1.395888393351790135e+01,2.965350295126599089e+00,2.381761572473838767e-02
1.398766260135141692e+01,2.972659678952921603e+00,2.392241503188206886e-02
1.401656789749586096e+01,2.979986405782157455e+00,2.402767546388832887e-02
1.404560037912535364e+01,2.987330552701600972e+00,2.413339904974135322e-02
1.407476060586563271e+01,2.994692198869252309e+00,2.423958782735304018e-02
1.410404913980482888e+01,3.002071425561496198e+00,2.434624384360224367e-02
1.413346654550430337e+01,3.009468316221683981e+00,2.445336915437424166e-02
1.416301339000953341e+01,3.016882956509592706e+00,2.456096582460037120e-02
1.419269024286102798e+01,3.024315434351797283e+00,2.466903592829778821e-02
1.422249767610532878e+01,3.031765839992976552e+00,2.477758154860951884e-02
1.425243626430602362e+01,3.039234266048148392e+00,2.488660477784456621e-02
1.428250658455482025e+01,3.046720807555862720e+00,2.499610771751824972e-02
1.431270921648266992e+01,3.054225549722996647e+00,2.510609247839269351e-02
1.434304474227095305e+01,3.061748524823439066e+00,2.521656118051756115e-02
1.437351374666268455e+01,3.069289750473445988e+00,2.532751595327089114e-02
1.440411681697380253e+01,3.076849244671628014e+00,2.543895893540015080e-02
1.443485454310446414e+01,3.084427025815152046e+00,2.555089227506342556e-02
1.446572751755044450e+01,3.092023112715703181e+00,2.566331812987089275e-02
1.449673633541453910e+01,3.099637524615775686e+00,2.577623866692636476e-02
1.452788159441804261e+01,3.107270281205339213e+00,2.588965606286907500e-02
1.455916389491227214e+01,3.114921402638874071e+00,2.600357250391565136e-02
1.459058383989012597e+01,3.122590909552757754e+00,2.611799018590219706e-02
1.462214203499772580e+01,3.130278823083056050e+00,2.623291131432669426e-02
1.465383908854607675e+01,3.137985164883688949e+00,2.634833810439147703e-02
1.468567561152280732e+01,3.145709957144988245e+00,2.646427278104595063e-02
1.471765221760392173e+01,3.153453222612652151e+00,2.658071757902941840e-02
1.474976952316565537e+01,3.161214984607125800e+00,2.669767474291424511e-02
1.478202814729634440e+01,3.168995267043372976e+00,2.681514652714907937e-02
1.481442871180836640e+01,3.176794094451083073e+00,2.693313519610231535e-02
1.484697184125011127e+01,3.184611491995310129e+00,2.705164302410574192e-02
1.487918792662386203e+01,3.192447485497535542e+00,2.717067229549833748e-02
1.490706914109844661e+01,3.200302101457197068e+00,2.729022530467039437e-02
1.493507303502143024e+01,3.208175367073651252e+00,2.741030435610768493e-02
1.496320014819164612e+01,3.216067310268608370e+00,2.753091176443588778e-02
1.499145102278308173e+01,3.223977959709031449e+00,2.765204985446519451e-02
1.501982620335533447e+01,3.231907344830521112e+00,2.777372096123514877e-02
1.504832623686410287e+01,3.239855495861176049e+00,2.789592743005965894e-02
1.507695167267173630e+01,3.247822443845960638e+00,2.801867161657218414e-02
1.510570306255780793e+01,3.255808220671561504e+00,2.814195588677111809e-02
1.513458096072977987e+01,3.263812859091773877e+00,2.826578261706547135e-02
1.516358592383365256e+01,3.271836392753398215e+00,2.839015419432059859e-02
1.519271851096472403e+01,3.279878856222671502e+00,2.851507301590427285e-02
1.522197928367834940e+01,3.287940285012242558e+00,2.864054148973285696e-02
1.525136880600076061e+01,3.296020715608682927e+00,2.876656203431769004e-02
1.528088764443996084e+01,3.304120185500588391e+00,2.889313707881179319e-02
1.531053636799662421e+01,3.312238733207215180e+00,2.902026906305662374e-02
1.534031554817507725e+01,3.320376398307717469e+00,2.914796043762914526e-02
1.537022575899429455e+01,3.328533221470967529e+00,2.927621366388898777e-02
1.540026757699899385e+01,3.336709244485987824e+00,2.940503121402601727e-02
1.543044158127072230e+01,3.344904510292965316e+00,2.953441557110788110e-02
1.546074835343903864e+01,3.353119063014928347e+00,2.966436922912794524e-02
1.549118847769270424e+01,3.361352947990024376e+00,2.979489469305328722e-02
1.552176254079096296e+01,3.369606211804449636e+00,2.992599447887306363e-02
1.555247113207484233e+01,3.377878902326044042e+00,3.005767111364696098e-02
1.558331484347851692e+01,3.386171068738542012e+00,3.018992713555393448e-02
1.561429426954071253e+01,3.394482761576508967e+00,3.032276509394111336e-02
1.564541000741616728e+01,3.402814032760955065e+00,3.045618754937291089e-02
1.567666265688715477e+01,3.411164935635672357e+00,3.059019707368046403e-02
1.570805282037502693e+01,3.419535525004270049e+00,3.072479625001113893e-02
1.573958110295184376e+01,3.427925857167939405e+00,3.085998767287836952e-02
1.577124811235201562e+01,3.436335989963963833e+00,3.099577394821158988e-02
1.580305445898404493e+01,3.444765982804980808e+00,3.113215769340657579e-02
1.583500075594226253e+01,3.453215896696866682e+00,3.126914153737581081e-02
1.586708761901867426e+01,3.461685782234527942e+00,3.140672812059920604e-02
1.589931566671481455e+01,3.470175659197057172e+00,3.154492009517500389e-02
1.593168552025366047e+01,3.478685542597633962e+00,3.168372012487082057e-02
1.596419780359162388e+01,3.487215447867108686e+00,3.182313088517509103e-02
1.599685314343057918e+01,3.495765390872121792e+00,3.196315506334860418e-02
1.602965216922992653e+01,3.504335387933639634e+00,3.210379535847630167e-02
1.606259551321873857e+01,3.512925455845910427e+00,3.224505448151926412e-02
1.609568381040794094e+01,3.521535611895851403e+00,3.238693515536704426e-02
1.612891769860256375e+01,3.530165873882879168e+00,3.252944011489011106e-02
1.616229781841401802e+01,3.538816260139167724e+00,3.267257210699257841e-02
1.619582481327245205e+01,3.547486789550364783e+00,3.281633389066508644e-02
1.622949932943916451e+01,3.556177481576785038e+00,3.296072823703810606e-02
1.626332201601904970e+01,3.564888356275051517e+00,3.310575792943527135e-02
1.629729352497310657e+01,3.573619434320231658e+00,3.325142576342705186e-02
1.633141451113102249e+01,3.582370737028447660e+00,3.339773454688465398e-02
1.636568563220376760e+01,3.591142286379995774e+00,3.354468710003406795e-02
1.640010754879630639e+01,3.599934105042958965e+00,3.369228625551057288e-02
1.643468092442031292e+01,3.608746216397350270e+00,3.384053485841319320e-02
1.646940642550695699e+01,3.617578644559761969e+00,3.398943576635966857e-02
1.650428472141975078e+01,3.626431414408560094e+00,3.413899184954138216e-02
1.653931648446747005e+01,3.635304551609631840e+00,3.428920599077885101e-02
1.657450238991709668e+01,3.644198082642656544e+00,3.444008108557720937e-02
1.660984311600683228e+01,3.653112034827984189e+00,3.459162004218201136e-02
1.664533934395917569e+01,3.662046436354042367e+00,3.474382578163530411e-02
1.668099175799406453e+01,3.671001316305368967e+00,3.489670123783196465e-02
1.671680104534205213e+01,3.679976704691215517e+00,3.505024935757621724e-02
1.675276789625755569e+01,3.688972632474765589e+00,3.520447310063845592e-02
1.678889300403217888e+01,3.697989131602974044e+00,3.535937543981230308e-02
1.682517706500802745e+01,3.707026235037023110e+00,3.551495936097182754e-02
1.686162077859120245e+01,3.716083976783442377e+00,3.567122786312924843e-02
1.689532267174383051e+01,3.725162391925858962e+00,3.582818395849261817e-02
1.692716765858788008e+01,3.734261516657422675e+00,3.598583067252399126e-02
1.695915276577796860e+01,3.743381388313901770e+00,3.614417104399757913e-02
1.699127860985419858e+01,3.752522045407481688e+00,3.630320812505852257e-02
1.702354581006949630e+01,3.761683527661250803e+00,3.646294498128159478e-02
1.705595498840154178e+01,3.770865876044401155e+00,3.662338469173033462e-02
1.708850676956476988e+01,3.780069132808170806e+00,3.678453034901642271e-02
1.712120178102239620e+01,3.789293341522502079e+00,3.694638505935917555e-02
1.715404065299853187e+01,3.798538547113488928e+00,3.710895194264560160e-02
1.718702401849031602e+01,3.807804795901555295e+00,3.727223413249040884e-02
1.722015251328013363e+01,3.817092135640437256e+00,3.743623477629647034e-02
1.725342677594784035e+01,3.826400613873825129e+00,3.760095703531542155e-02
1.728684744788310823e+01,3.835730255459802507e+00,3.776640408470867405e-02
1.732041517329776426e+01,3.845081067989593038e+00,3.793257911360860268e-02
1.735413059923822487e+01,3.854453059007638238e+00,3.809948532517999642e-02
1.738799437559794470e+01,3.863846236455238614e+00,3.826712593668178675e-02
1.742200715512997178e+01,3.873260608690641149e+00,3.843550417952910914e-02
1.745616959345951003e+01,3.882696184509602855e+00,3.860462329935556575e-02
1.749048234909656685e+01,3.892152973166431718e+00,3.877448655607580730e-02
1.752494608344865057e+01,3.901630984395535684e+00,3.894509722394835088e-02
1.755956146083349267e+01,3.911130228433465472e+00,3.911645859163864758e-02
1.759432914849189089e+01,3.920650716041493844e+00,3.928857396228258719e-02
1.762924981660053803e+01,3.930192458528685151e+00,3.946144665355007242e-02
1.766432413828498227e+01,3.939755467775536424e+00,3.963507999770905788e-02
1.769955278963253420e+01,3.949339756258138490e+00,3.980947734168962387e-02
1.773493644970537630e+01,3.958945337072908632e+00,3.998464204714870240e-02
1.777047580055359077e+01,3.968572223961880585e+00,4.016057749053469905e-02
1.780617152722835783e+01,3.978220431338581164e+00,4.033728706315271861e-02
1.784202431779510079e+01,3.987889974314479336e+00,4.051477417122975599e-02
1.787803486334680869e+01,3.997580868726060999e+00,4.069304223598056713e-02
1.791420385801732706e+01,4.007293131162494859e+00,4.087209469367346359e-02
1.795053199899473739e+01,4.017026778993927572e+00,4.105193499569659288e-02
1.798701998653480416e+01,4.026781830400413043e+00,4.123256660862451711e-02
1.802366852397446806e+01,4.036558304401495434e+00,4.141399301428490276e-02
1.806047831774540313e+01,4.046356220886451638e+00,4.159621770982578626e-02
1.809745007738764855e+01,4.056175600645194557e+00,4.177924420778290904e-02
1.813458451556326168e+01,4.066016465399871826e+00,4.196307603614745502e-02
1.817188234807006708e+01,4.075878837837161761e+00,4.214771673843396155e-02
1.820934429385545883e+01,4.085762741641284279e+00,4.233316987374877161e-02
1.824697107503024540e+01,4.095668201527725927e+00,4.251943901685852761e-02
1.828476341688259410e+01,4.105595243277718964e+00,4.270652775825914405e-02
1.832272204789197900e+01,4.115543893773460304e+00,4.289443970424498126e-02
1.836084769974323905e+01,4.125514181034100503e+00,4.308317847697831077e-02
1.839914110734069297e+01,4.135506134252526778e+00,4.327274771455926622e-02
1.843760300882228265e+01,4.145519783832928518e+00,4.346315107109587073e-02
1.847623414557383015e+01,4.155555161429182576e+00,4.365439221677450826e-02
1.851503526224328056e+01,4.165612299081500325e+00,4.384647483793060324e-02
1.855400710675511178e+01,4.175691209400643977e+00,4.403940263711980663e-02
1.859315043032471948e+01,4.185791884992039691e+00,4.423317933318926531e-02
1.863246598747290861e+01,4.195914317797101667e+00,4.442780866134934947e-02
1.867195453604041688e+01,4.206058499990817268e+00,4.462329437324558806e-02
1.871161683720254842e+01,4.216224424001590698e+00,4.481964023703107619e-02
1.875145365548383936e+01,4.226412082531604497e+00,4.501685003743906288e-02
1.879146575877278735e+01,4.236621468577702387e+00,4.521492757585591354e-02
1.883165391833666291e+01,4.246852575452805922e+00,4.541387667039438469e-02
1.887201890883635969e+01,4.257105396807872033e+00,4.561370115596716235e-02
1.890825913556395221e+01,4.267379926654412792e+00,4.581440488436090003e-02
1.894411662484766268e+01,4.277676159387572952e+00,4.601599172431038165e-02
1.898013188979104626e+01,4.287994089809793685e+00,4.621846556157313546e-02
1.901630562461891927e+01,4.298333713155059854e+00,4.642183029900426305e-02
1.905263852661073187e+01,4.308695025113757460e+00,4.662608985663178190e-02
1.908913129611401871e+01,4.319078021858129723e+00,4.683124817173208582e-02
1.912578463655790983e+01,4.329482700068385093e+00,4.703730919890594664e-02
1.916259925446665591e+01,4.339909056959412759e+00,4.724427691015457842e-02
1.919957585947327772e+01,4.350357090308170527e+00,4.745215529495636769e-02
1.923671516433323347e+01,4.360826798481751254e+00,4.766094836034370091e-02
1.927401788493816071e+01,4.371318180466080783e+00,4.787066013098020822e-02
1.931148474032968210e+01,4.381831235895359278e+00,4.808129464923835417e-02
1.934911645271323266e+01,4.392365965082181134e+00,4.829285597527728513e-02
1.938691374747203255e+01,4.402922369048378748e+00,4.850534818712122498e-02
1.942487735318103148e+01,4.413500449556606142e+00,4.871877538073798170e-02
1.946300800162096678e+01,4.424100209142666884e+00,4.893314167011796750e-02
1.950130642779245704e+01,4.434721651148606725e+00,4.914845118735337859e-02
1.953977336993018810e+01,4.445364779756599383e+00,4.936470808271800625e-02
1.957840956951713807e+01,4.456029600023597936e+00,4.958191652474713135e-02
1.961721577129885574e+01,4.466716117916831763e+00,4.980008070031791828e-02
1.965619272329783840e+01,4.477424340345926623e+00,5.001920481473011437e-02
1.969534117682792029e+01,4.488154267136413189e+00,5.023929309178704061e-02
1.973466188650878905e+01,4.498905873871719585e+00,5.046034977387713061e-02
1.977415561028051982e+01,4.509679131434757515e+00,5.068237912205565687e-02
1.981382310941815916e+01,4.520474010738836590e+00,5.090538541612680407e-02
1.985366514854644393e+01,4.531290482747285964e+00,5.112937295472626958e-02
1.989368249565451663e+01,4.542128518493633749e+00,5.135434605540410008e-02
1.993387592211070114e+01,4.552988089102340652e+00,5.158030905470772920e-02
1.997424620267743833e+01,4.563869165810151785e+00,5.180726630826589657e-02
2.001479411552615062e+01,4.574771719987997365e+00,5.203522219087235168e-02
2.005552044225230190e+01,4.585695723163541793e+00,5.226418109657032796e-02
2.009642596789041491e+01,4.596641147044327802e+00,5.249414743873712791e-02
2.013751148092922705e+01,4.607607963541557439e+00,5.272512565016925640e-02
2.017877777332689604e+01,4.618596144794544500e+00,5.295712018316787312e-02
2.022022564052623750e+01,4.629605663195785148e+00,5.319013550962459203e-02
2.026185588147010463e+01,4.640636491416751497e+00,5.342417612110774566e-02
2.030366929861671821e+01,4.651688602434330022e+00,5.365924652894872582e-02
2.034566669795520255e+01,4.662761969558008701e+00,5.389535126432930257e-02
2.038784888902110026e+01,4.673856566457744499e+00,5.413249487836874208e-02
2.043021668491195442e+01,4.684972367192590248e+00,5.437068194221156281e-02
2.047277090230300445e+01,4.696109346240059601e+00,5.460991704711565253e-02
2.051551236146292823e+01,4.707267478526264703e+00,5.485020480454081554e-02
2.055844188626964453e+01,4.718446739456827466e+00,5.509154984623759743e-02
2.060156030422619011e+01,4.729647104948604408e+00,5.533395682433660256e-02
2.064486844647669983e+01,4.740868551462210867e+00,5.557743041143823476e-02
2.068836714782236541e+01,4.752111056035374759e+00,5.582197530070248659e-02
2.073205724673760031e+01,4.763374596317175858e+00,5.606759620593983195e-02
2.077593958538615837e+01,4.774659150509871886e+00,5.631429786170174395e-02
2.082001500963738394e+01,4.785964687207785673e+00,5.656208502337214256e-02
2.086428436908249751e+01,4.797291155873593560e+00,5.681096246725896026e-02
2.090531491470517622e+01,4.808638503704639966e+00,5.706093499068624897e-02
2.094521392228915602e+01,4.820006677781629278e+00,5.731200741208666155e-02
2.098528848851842454e+01,4.831395625090252999e+00,5.756418457109435671e-02
2.102553938586425986e+01,4.842805292543469697e+00,5.781747132863809119e-02
2.106596739019689224e+01,4.854235627004475973e+00,5.807187256703524175e-02
2.110657328080043982e+01,4.865686575310363970e+00,5.832739319008569540e-02
2.114735784038791522e+01,4.877158084296468132e+00,5.858403812316642645e-02
2.118832185511633881e+01,4.888650100821449129e+00,5.884181231332643452e-02
2.122946611460188038e+01,4.900162571793110544e+00,5.910072072938212656e-02
2.127079141193507184e+01,4.911695444194968729e+00,5.936076836201305967e-02
2.131229854369611232e+01,4.923248665113596267e+00,5.962196022385814892e-02
2.135398830997021946e+01,4.934822181766749694e+00,5.988430134961240242e-02
2.139586151436301975e+01,4.946415941532285032e+00,6.014779679612362873e-02
2.143791896401609165e+01,4.958029891977941972e+00,6.041245164249035848e-02
2.148016146962248740e+01,4.969663980891917632e+00,6.067827099015950243e-02
2.152258984544237563e+01,4.981318156314330281e+00,6.094525996302466858e-02
2.156520490931871947e+01,4.992992366569548146e+00,6.121342370752502760e-02
2.160800748269306837e+01,5.004686560299415277e+00,6.148276739274445568e-02
2.165099839062136056e+01,5.016400686497410888e+00,6.175329621051117712e-02
2.169417846178985698e+01,5.028134694543716421e+00,6.202501537549788557e-02
2.173754852853109654e+01,5.039888534241265816e+00,6.229793012532224006e-02
2.178110942683993301e+01,5.051662155721665215e+00,6.257204572064768711e-02
2.182486199638966795e+01,5.063455495438745402e+00,6.284736744528511554e-02
2.186880708054823685e+01,5.075268463187851076e+00,6.312390060629455291e-02
2.191294552639444859e+01,5.087100965199145008e+00,6.340165053408750029e-02
2.195727818473432791e+01,5.098952907044518312e+00,6.368062258252965568e-02
2.200180591011750764e+01,5.110824193653887626e+00,6.396082212904410924e-02
2.204652956085369908e+01,5.122714729332155770e+00,6.424225457471506584e-02
2.209144999902925122e+01,5.134624417776803007e+00,6.452492534439187299e-02
2.213656809052375962e+01,5.146553162096161316e+00,6.480883988679368712e-02
2.218188470502672871e+01,5.158500864828360122e+00,6.509400367461427861e-02
2.222740071605439027e+01,5.170467427960991458e+00,6.538042220462784992e-02
2.227311700096650426e+01,5.182452752951478558e+00,6.566810099779477050e-02
2.231903444098329103e+01,5.194456740748183421e+00,6.595704559936807487e-02
2.236515392120238133e+01,5.206479291812270205e+00,6.624726157900025225e-02
2.241147633061592259e+01,5.218520306140328024e+00,6.653875453085077163e-02
2.245800256212769241e+01,5.230579683287816195e+00,6.683153007369378729e-02
2.250473351257031851e+01,5.242657322393267094e+00,6.712559385102655207e-02
2.255167008272252716e+01,5.254753122203349669e+00,6.742095153117792783e-02
2.259881317732657635e+01,5.266866981098786482e+00,6.771760880741806155e-02
2.264616370510563925e+01,5.278998797121106534e+00,6.801557139806785335e-02
2.269372257878135102e+01,5.291148468000312910e+00,6.831484504660924328e-02
2.274149071509138054e+01,5.303315891183441266e+00,6.861543552179590055e-02
2.278946903480711583e+01,5.315500963480097596e+00,6.891734861776449561e-02
2.283765846275140987e+01,5.327703574472705483e+00,6.922059015414630534e-02
2.288515851189381678e+01,5.339923607229144942e+00,6.952516597617942884e-02
2.292917040018630104e+01,5.352160944077143157e+00,6.983108195482153058e-02
2.297337594410964456e+01,5.364415466829734136e+00,7.013834398686269456e-02
2.301777599576326239e+01,5.376687056812124332e+00,7.044695799503958300e-02
2.306237141099584775e+01,5.388975594889397591e+00,7.075692992814923421e-02
2.310716304942189225e+01,5.401280961495249500e+00,7.106826576116387351e-02
2.315215177443826633e+01,5.413603036661644552e+00,7.138097149534604335e-02
2.319733845324083887e+01,5.425941700049500938e+00,7.169505315836427473e-02
2.324272395684121761e+01,5.438296830980386076e+00,7.201051680440932745e-02
2.328830916008351792e+01,5.450668308469253986e+00,7.232736851431084690e-02
2.333409494166124887e+01,5.463056011258257350e+00,7.264561439565463130e-02
2.338008218413420991e+01,5.475459817851655586e+00,7.296526058290014882e-02
2.342627177394555815e+01,5.487879606551839373e+00,7.328631323749915105e-02
2.347266460143885780e+01,5.500315255496506239e+00,7.360877854801414766e-02
2.351926156087525044e+01,5.512766642697007669e+00,7.393266273023782476e-02
2.356606355045069279e+01,5.525233646077889915e+00,7.425797202731278246e-02
2.361307147231327974e+01,5.537716143517675604e+00,7.458471270985198021e-02
2.366028623258061359e+01,5.550214012890897664e+00,7.491289107605948738e-02
2.370770874135729400e+01,5.562727128562320544e+00,7.524251345185198336e-02
2.375533991275245782e+01,5.575255332194705815e+00,7.557358619098072938e-02
2.380318066489735074e+01,5.587798446896221627e+00,7.590611567515373470e-02
2.385123191996310155e+01,5.600356294217217368e+00,7.624010831415922729e-02
2.389949460417845728e+01,5.612928694330838297e+00,7.657557054598893020e-02
2.394796964784763915e+01,5.625515466050154956e+00,7.691250883696221230e-02
2.399665798536826955e+01,5.638116426846110585e+00,7.725092968185072462e-02
2.404556055524939850e+01,5.650731392866346070e+00,7.759083960400360580e-02
2.409467830012957990e+01,5.663360178954953028e+00,7.793224515547322873e-02
2.414401216679507201e+01,5.676002598673120403e+00,7.827515291714158552e-02
2.419356310619801675e+01,5.688658464320739405e+00,7.861956949884676971e-02
2.424333207347485697e+01,5.701327586958996108e+00,7.896550153951094331e-02
2.429332002796470036e+01,5.714009776433935706e+00,7.931295570726790145e-02
2.434352793322780784e+01,5.726704841401065060e+00,7.966193869959176110e-02
