# Range /mm, dE/dx (el) /MeV * cm ** 2 / mg, Ion Energy /MeV / u
2.439395675706419198e+01,5.739412589350993521e+00,8.001245724342602450e-02
2.444460747153225100e+01,5.752132826636167984e+00,8.036451809531328094e-02
2.449548105296750933e+01,5.764865358498679981e+00,8.071812804152535270e-02
2.454657848200145409e+01,5.777609989099224741e+00,8.107329389819421805e-02
2.459790074358042489e+01,5.790366521547216649e+00,8.143002251144344783e-02
2.464944882698456752e+01,5.803134757932071786e+00,8.178832075751976682e-02
2.470122372584697246e+01,5.815914499355736567e+00,8.214819554292619730e-02
2.475322643817278134e+01,5.828705545966435864e+00,8.250965380455480003e-02
2.480545796635842848e+01,5.841507696993715193e+00,8.287270250982051167e-02
2.485791931721096759e+01,5.854320750784783201e+00,8.323734865679535688e-02
2.490777512220777012e+01,5.867144504842189967e+00,8.360359927434347915e-02
2.495629350983705308e+01,5.879978755862896200e+00,8.397146142225650478e-02
2.500502538203448211e+01,5.892823299778721768e+00,8.434094219138968396e-02
2.505397167814828308e+01,5.905677931798267721e+00,8.471204870379865637e-02
2.510313334165985566e+01,5.918542446450279826e+00,8.508478811287639720e-02
2.515251132020201652e+01,5.931416637628552202e+00,8.545916760349160646e-02
2.520210656557722828e+01,5.944300298638362179e+00,8.583519439212684843e-02
2.525192003377596350e+01,5.957193222244487885e+00,8.621287572701777369e-02
2.530195268499510775e+01,5.970095200720862749e+00,8.659221888829277125e-02
2.535220548365650828e+01,5.983006025901875802e+00,8.697323118811342568e-02
2.540267939842552281e+01,5.995925489235379935e+00,8.735591997081530724e-02
2.545337540222971739e+01,6.008853379293203290e+00,8.774029261304966409e-02
2.550429447227762836e+01,6.021789449459754806e+00,8.812635652392564189e-02
2.555543759007753835e+01,6.034733426503967380e+00,8.851411914515273927e-02
2.560680574145647981e+01,6.047685034631451906e+00,8.890358795118483148e-02
2.565839991657919228e+01,6.060643996055699922e+00,8.929477044936387498e-02
2.571022110996721111e+01,6.073610031022374400e+00,8.968767418006465264e-02
2.576227032051803789e+01,6.086582857834876847e+00,9.008230671684021307e-02
2.581454855152439976e+01,6.099562192881157863e+00,9.047867566656778160e-02
2.586705681069359386e+01,6.112547750661866175e+00,9.087678866959543467e-02
2.591979611016691010e+01,6.125539243819858370e+00,9.127665339988941251e-02
2.597276746653911061e+01,6.138536383171055988e+00,9.167827756518179272e-02
2.602597190087806567e+01,6.151538877736758337e+00,9.208166890711941277e-02
2.607941043874443565e+01,6.164546434777406603e+00,9.248683520141295911e-02
2.613308411021141353e+01,6.177558759827821433e+00,9.289378425798677785e-02
2.618699394988458451e+01,6.190575556733991291e+00,9.330252392112946269e-02
2.624114099692188873e+01,6.203596527691433771e+00,9.371306206964510888e-02
2.629552629505363370e+01,6.216621373285169838e+00,9.412540661700509459e-02
2.635015089260261689e+01,6.229649792531329666e+00,9.453956551150072274e-02
2.640501584250435840e+01,6.242681482920490410e+00,9.495554673639644561e-02
2.646012220232732304e+01,6.255716140462694419e+00,9.537335831008338094e-02
2.651547103429340169e+01,6.268753459734326405e+00,9.579300828623447950e-02
2.657106340529832877e+01,6.281793133926741213e+00,9.621450475395938728e-02
2.662690038693225958e+01,6.294834854896799392e+00,9.663785583796039025e-02
2.668298305550042926e+01,6.307878313219320354e+00,9.706306969868910839e-02
2.673931249204389005e+01,6.320923198241469088e+00,9.749015453250377272e-02
2.679588978236036212e+01,6.333969198139194567e+00,9.791911857182719614e-02
2.685271601702516264e+01,6.347015999975706535e+00,9.834997008530546592e-02
2.690739473292957840e+01,6.360063289762059036e+00,9.878271737796745500e-02
2.696058888262203368e+01,6.373110752519908218e+00,9.921736879138447207e-02
2.701401709058868406e+01,6.386158072346481696e+00,9.965393270383168800e-02
2.706768038670359999e+01,6.399204932413472768e+00,1.000924175304492014e-01
2.712157980537238089e+01,6.412251002269280242e+00,1.005328317234043672e-01
2.717571638555208580e+01,6.425295922347725508e+00,1.009751837720547218e-01
2.723009117077126717e+01,6.438339327530612444e+00,1.014194822031116161e-01
2.728470520915008635e+01,6.451380850782319598e+00,1.018657355808045561e-01
2.733955955342049648e+01,6.464420123200221191e+00,1.023139525070463074e-01
2.739465526094658188e+01,6.477456774067201550e+00,1.027641416215988590e-01
2.744999339374485459e+01,6.490490430906238117e+00,1.032163116022393884e-01
2.750557501850483533e+01,6.503520719537192463e+00,1.036704711649283628e-01
2.756140120660952064e+01,6.516547264135770234e+00,1.041266290639769332e-01
2.761747303415610588e+01,6.529569687294778824e+00,1.045847940922159935e-01
2.767379158197667266e+01,6.542587610087690742e+00,1.050449750811654759e-01
2.773035793565904683e+01,6.555600652134613071e+00,1.055071809012046724e-01
2.778717318556773108e+01,6.568608431670668324e+00,1.059714204617432654e-01
2.784423842686491923e+01,6.581610565616909270e+00,1.064377027113930368e-01
2.790155475953157094e+01,6.594606669653749975e+00,1.069060366381400923e-01
2.795912328838867111e+01,6.607596358297078254e+00,1.073764312695186102e-01
2.801694512311851071e+01,6.620579244976998012e+00,1.078488956727845921e-01
2.807502137828603495e+01,6.633554942119378239e+00,1.083234389550905286e-01
2.813335317336038699e+01,6.646523061230156237e+00,1.088000702636611472e-01
2.819194163273644094e+01,6.659483212982597600e+00,1.092787987859696469e-01
2.825078788575649824e+01,6.672435007307445431e+00,1.097596337499147506e-01
2.830989306673206229e+01,6.685378053486147110e+00,1.102425844239987296e-01
2.836925831496568762e+01,6.698311960247144370e+00,1.107276601175059688e-01
2.842888477477291786e+01,6.711236335865335079e+00,1.112148701806821433e-01
2.848877359550440858e+01,6.724150788264805279e+00,1.117042240049150176e-01
2.854892593156802860e+01,6.737054925124864369e+00,1.121957310229150656e-01
2.860934294245113918e+01,6.749948353269669354e+00,1.126894007088974359e-01
2.867002579274292273e+01,6.762830648261826560e+00,1.131852425787644723e-01
2.873097565215684313e+01,6.775701342081305256e+00,1.136832661902892755e-01
2.879219369555319474e+01,6.788559961578258140e+00,1.141834811432998198e-01
2.885368110296174748e+01,6.801406031526743945e+00,1.146858970798640548e-01
2.891305844069227859e+01,6.814239074699707466e+00,1.151905236844758679e-01
2.897129205058079293e+01,6.827058611946795530e+00,1.156973706842413518e-01
2.902978189274878318e+01,6.839864162275172355e+00,1.162064478490668906e-01
2.908852909463761804e+01,6.852655242933286317e+00,1.167177649918471199e-01
2.914753478864949798e+01,6.865431369497779102e+00,1.172313319686540956e-01
2.920680011216927952e+01,6.878192055963525675e+00,1.177471586789274188e-01
2.926632620758639902e+01,6.890936814836926771e+00,1.182652550656649038e-01
2.932611422231688181e+01,6.903665157232529381e+00,1.187856311156143124e-01
2.938616530882548261e+01,6.916376592973030313e+00,1.193082968594658677e-01
2.944648062464790073e+01,6.929070630692782728e+00,1.198332623720457513e-01
2.950706133241303064e+01,6.941746777944825197e+00,1.203605377725096570e-01
2.956790859986547559e+01,6.954404541311627774e+00,1.208901332245388288e-01
2.962902359988797230e+01,6.967043426519499150e+00,1.214220589365352654e-01
2.969040751052404659e+01,6.979662938556880469e+00,1.219563251618187155e-01
2.975206151500069396e+01,6.992262581796513388e+00,1.224929421988243672e-01
2.981398680175120575e+01,7.004841860121636010e+00,1.230319203913012166e-01
2.987618456443805925e+01,7.017400277056282221e+00,1.235732701285115753e-01
2.993865600197596777e+01,7.029937335899763440e+00,1.241170018454314655e-01
3.000140231855489859e+01,7.042452539865440286e+00,1.246631260229511262e-01
3.006442472366340013e+01,7.054945391839451574e+00,1.252116531880779482e-01
3.012772443211183671e+01,7.067415378445877749e+00,1.257625939141387705e-01
3.019130266405585061e+01,7.079861963749805476e+00,1.263159588209839534e-01
3.025516064501983493e+01,7.092284609496807946e+00,1.268717585751918953e-01
3.031929960592060169e+01,7.104682776794267518e+00,1.274300038902748122e-01
3.038372078309108204e+01,7.117055926248543329e+00,1.279907055268851568e-01
3.044842541830416849e+01,7.129403518106632198e+00,1.285538742930230904e-01
3.051341475879666021e+01,7.141725012402353023e+00,1.291195210442449004e-01
3.057869005729324741e+01,7.154019869107216323e+00,1.296876566838717493e-01
3.064425257203075148e+01,7.166287548286049969e+00,1.302582921632006452e-01
3.071010356678231190e+01,7.178527510257508126e+00,1.308314384817149678e-01
3.077624431088176848e+01,7.190739215759571756e+00,1.314071066872966598e-01
3.084267607924812538e+01,7.202922126120178348e+00,1.319853078764392229e-01
3.090773622132626741e+01,7.215075703433035947e+00,1.325660531944615195e-01
3.097136046187780423e+01,7.227199410738825769e+00,1.331493538357227113e-01
3.103526465389065692e+01,7.239292712211833347e+00,1.337352210438378652e-01
3.109945002917241652e+01,7.251355073352204528e+00,1.343236661118951125e-01
3.116391782495065144e+01,7.263385961183887574e+00,1.349147003826724478e-01
3.122866928389688468e+01,7.275384844458454126e+00,1.355083352488574699e-01
3.129370565415046812e+01,7.287351193864882504e+00,1.361045821532662625e-01
3.135902818934265923e+01,7.299284482245438355e+00,1.367034525890642171e-01
3.142463814862079730e+01,7.311184184817840048e+00,1.373049580999874952e-01
3.149053679667255068e+01,7.323049776914666076e+00,1.379091102805655444e-01
3.155672540375032042e+01,7.334880708494406321e+00,1.385159207763446421e-01
3.162320524569570779e+01,7.346676413796923377e+00,1.391254012841123822e-01
3.168997760396412744e+01,7.358436328530186366e+00,1.397375635521231341e-01
3.175704376564945619e+01,7.370159890358488397e+00,1.403524193803241948e-01
3.182440502350891975e+01,7.381846539127779216e+00,1.409699806205838568e-01
3.189206267598796174e+01,7.393495717097477993e+00,1.415902591769193919e-01
3.196001802724528318e+01,7.405106869179014950e+00,1.422132670057266457e-01
3.202827238717797798e+01,7.416679443181173781e+00,1.428390161160105754e-01
3.209682707144680336e+01,7.428212890062455998e+00,1.434675185696165922e-01
3.216568340150148941e+01,7.439706664190572027e+00,1.440987864814631259e-01
3.223484270460628665e+01,7.451160223609228694e+00,1.447328320197753815e-01
3.230430631386546025e+01,7.462573030312384503e+00,1.453696674063191530e-01
3.237407556824907573e+01,7.473944550526137931e+00,1.460093049166374668e-01
3.244415181261874892e+01,7.485274254998410370e+00,1.466517568802863936e-01
3.251453639775360216e+01,7.496561619296588042e+00,1.472970356810730796e-01
3.258523068037626302e+01,7.507806124113301394e+00,1.479451537572943343e-01
3.265623602317906915e+01,7.519007255580531179e+00,1.485961236019763820e-01
3.272755379485029437e+01,7.530164505592201962e+00,1.492499577631157259e-01
3.279918537010053825e+01,7.541277372135489543e+00,1.499066688439210371e-01
3.287113212968925779e+01,7.552345353099950920e+00,1.505662695030561271e-01
3.294067710876866073e+01,7.563367912451390396e+00,1.512287724548834755e-01
3.301030729548864429e+01,7.574344504254010069e+00,1.518941904697102274e-01
3.308024386028647257e+01,7.585274587976471139e+00,1.525625363740335527e-01
3.315048815124880832e+01,7.596157628850628285e+00,1.532338230507883092e-01
3.322104152239401031e+01,7.606993098209961168e+00,1.539080634395951497e-01
3.329190533369821736e+01,7.617780473837128419e+00,1.545852705370101277e-01
3.336308095112156025e+01,7.628519240320787098e+00,1.552654573967750251e-01
3.343456974663450865e+01,7.639208889421913895e+00,1.559486371300691510e-01
3.350637309824430332e+01,7.649848920449832335e+00,1.566348229057621111e-01
3.357849239002149488e+01,7.660438840648134295e+00,1.573240279506670503e-01
3.365092901212666732e+01,7.670978165590731201e+00,1.580162655497965862e-01
3.372368436083723964e+01,7.681466419588224959e+00,1.587115490466182444e-01
3.379675983857432442e+01,7.691903136104849992e+00,1.594098918433117795e-01
3.387015685392980657e+01,7.702287858186180003e+00,1.601113074010275805e-01
3.394387682169347897e+01,7.712620138897861466e+00,1.608158092401461015e-01
3.401792116288032020e+01,7.722899541775564813e+00,1.615234109405385143e-01
3.409229130475787173e+01,7.733125641286443752e+00,1.622341261418283886e-01
3.416698868087379282e+01,7.743298019998821502e+00,1.629479685436548975e-01
3.424201473108339400e+01,7.753416227400200533e+00,1.636649519059361346e-01
3.431737090157751879e+01,7.763479791372619232e+00,1.643850900491353739e-01
3.439305864491033304e+01,7.773488249316910625e+00,1.651083968545267733e-01
3.446907942002737002e+01,7.783441149302515960e+00,1.658348862644632438e-01
3.454543469229360397e+01,7.793338050539478701e+00,1.665645722826449571e-01
3.462212593352175105e+01,7.803178523862455584e+00,1.672974689743895460e-01
3.469915462200061285e+01,7.812962152226949897e+00,1.680335904669030545e-01
3.477652224252356916e+01,7.822688531218079611e+00,1.687729509495524416e-01
3.485423028641717025e+01,7.832357269572102432e+00,1.695155646741385025e-01
3.493051640021700877e+01,7.841967989711001508e+00,1.702614459551715087e-01
3.500642915820227330e+01,7.851520328290370720e+00,1.710106091701464881e-01
3.508267593805319962e+01,7.861013936760893550e+00,1.717630687598204753e-01
3.515925820949122738e+01,7.870448481943688179e+00,1.725188392284910666e-01
3.523617744870465884e+01,7.879823646619828814e+00,1.732779351442757521e-01
3.531343513837713743e+01,7.889139130134315003e+00,1.740403711393928576e-01
3.539103276771624706e+01,7.898394649014775837e+00,1.748061619104435971e-01
3.546897183248218965e+01,7.907589929366030113e+00,1.755753222186954843e-01
3.554725383501657632e+01,7.916724642620824426e+00,1.763478668903662172e-01
3.562588028427150988e+01,7.925798438661337819e+00,1.771238108169105041e-01
3.570485269583854659e+01,7.934810982969302984e+00,1.779031689553063900e-01
3.578417259197798472e+01,7.943761957548426622e+00,1.786859563283437480e-01
3.586384150164817441e+01,7.952651061547001632e+00,1.794721880249138812e-01
3.594386096053499102e+01,7.961478011895677831e+00,1.802618792003002901e-01
3.602423251108146474e+01,7.970242543960761594e+00,1.810550450764710217e-01
3.610495770251745284e+01,7.978944412213295756e+00,1.818517009423717412e-01
3.618603809088960332e+01,7.987583390914273274e+00,1.826518621542209120e-01
3.626747523909121185e+01,7.996159274816331042e+00,1.834555441358049765e-01
3.634927071689246247e+01,8.004671879882240049e+00,1.842627623787767011e-01
3.643142610097065415e+01,8.013121044020529382e+00,1.850735324429531592e-01
3.651394297494057639e+01,8.021506627838597581e+00,1.858878699566157977e-01
3.659682292938503423e+01,8.029828515413672818e+00,1.867057906168115844e-01
3.668006756188552231e+01,8.038086615080683117e+00,1.875273101896557937e-01
3.676367847705301983e+01,8.046280820492505370e+00,1.883524445106357637e-01
3.684765728655892048e+01,8.054410904807108196e+00,1.891812094849161796e-01
3.693067857251656960e+01,8.062476628835872461e+00,1.900136210876458009e-01
3.701337113440418847e+01,8.070477773807066768e+00,1.908496953642646599e-01
3.709642754980644241e+01,8.078414142086321803e+00,1.916894484308146185e-01
3.717984941970626522e+01,8.086285557914337119e+00,1.925328964742490379e-01
3.726363835213103926e+01,8.094091868162097470e+00,1.933800557527451669e-01
3.734779596218357511e+01,8.101832943104041007e+00,1.942309425960174196e-01
3.743232387207327605e+01,8.109508677209444016e+00,1.950855734056322066e-01
3.751722371114736632e+01,8.117118989952496477e+00,1.959439646553240155e-01
3.760249711592236110e+01,8.124663826641338460e+00,1.968061328913132957e-01
3.768814573011550095e+01,8.132143159266517429e+00,1.976720947326245093e-01
3.777417120467656986e+01,8.139556987369232388e+00,1.985418668714075685e-01
3.786057519781964231e+01,8.146905338929721907e+00,1.994154660732590512e-01
3.794735937505505063e+01,8.154188269717504767e+00,2.002929091775453030e-01
3.803452540922149439e+01,8.161405771459575575e+00,2.011742130977272613e-01
3.812207498051829191e+01,8.168557716769015542e+00,2.020593948216862223e-01
3.821000977653778108e+01,8.175643989858000893e+00,2.029484714120516620e-01
3.829833149229781952e+01,8.182664499715771811e+00,2.038414600065296955e-01
3.838704183027449091e+01,8.189619180933780385e+00,2.047383778182339520e-01
3.847614250043483963e+01,8.196507994550163545e+00,2.056392421360164202e-01
3.856563522026997504e+01,8.203330928913835862e+00,2.065440703248020426e-01
3.865552171482804766e+01,8.210088000568624977e+00,2.074528798259223650e-01
3.874580371674755952e+01,8.216779255157874218e+00,2.083656881574522113e-01
3.883648296629077379e+01,8.223404768349892535e+00,2.092825129145473029e-01
3.892666053415238991e+01,8.229964646784658555e+00,2.102033717697832649e-01
3.901652469272023893e+01,8.236459029042213942e+00,2.111282824734964925e-01
3.910678426036949418e+01,8.242888086633168854e+00,2.120572628541260995e-01
3.919744097692998253e+01,8.249252015671649119e+00,2.129903308185580324e-01
3.928849658988684013e+01,8.255550853809669576e+00,2.139275043524690445e-01
3.937995285441436977e+01,8.261784485773114639e+00,2.148688015206750845e-01
3.947181153340969928e+01,8.267952813734972040e+00,2.158142404674782688e-01
3.956407439752688049e+01,8.274055764992811035e+00,2.167638394170171012e-01
3.965674322521095974e+01,8.280093292799200810e+00,2.177176166736176643e-01
3.974981980273227578e+01,8.286065377211375704e+00,2.186755906221464207e-01
3.984330592422089268e+01,8.291972025960497206e+00,2.196377797283647071e-01
3.993720339170118194e+01,8.297813275340967465e+00,2.206042025392844774e-01
4.003151401512657515e+01,8.303589191120128277e+00,2.215748776835262945e-01
4.012623961241438053e+01,8.309299869468745214e+00,2.225498238716772936e-01
4.022138200948094777e+01,8.314945437912768966e+00,2.235290598966533648e-01
4.031694304027676168e+01,8.320526056306650986e+00,2.245126046340603365e-01
4.041292454682182012e+01,8.326041913398103844e+00,2.255004770425581007e-01
4.050932837924117536e+01,8.331493132246013289e+00,2.264926961642262648e-01
4.060615639580055358e+01,8.336879768674117841e+00,2.274892811249308588e-01
4.070341046294218756e+01,8.342201903851943712e+00,2.284902511346931786e-01
4.080109245532083406e+01,8.347459649303790030e+00,2.294956254880603785e-01
4.089891595265432045e+01,8.352653147853477122e+00,2.305054235644762861e-01
4.099620598999895549e+01,8.357782574590473246e+00,2.315196648286565184e-01
4.109392411085217844e+01,8.362848137857902486e+00,2.325383688309626551e-01
4.119207219881374726e+01,8.367850080262734025e+00,2.335615552077792978e-01
4.129065214577139642e+01,8.372788679708708770e+00,2.345892436818927396e-01
4.138966585193729486e+01,8.377664250452353301e+00,2.356214540628707999e-01
4.148911522588472423e+01,8.382477144182594486e+00,2.366582062474452131e-01
4.158900218458479969e+01,8.387227749933909848e+00,2.376995202198945167e-01
4.168932865344348926e+01,8.391916211259763614e+00,2.387454160524299929e-01
4.179009656633862591e+01,8.396542046361473055e+00,2.397959139055814981e-01
4.189130786565731057e+01,8.401104693104899823e+00,2.408510340285872908e-01
4.199296450233327960e+01,8.405603598749213035e+00,2.419107967597836917e-01
4.209506843588452796e+01,8.410038220396243602e+00,2.429752225269971588e-01
4.219762163445106751e+01,8.414408025450784478e+00,2.440443318479382506e-01
4.230062607483288417e+01,8.418712492091918520e+00,2.451181453305968927e-01
4.240408374252802304e+01,8.422951109755711485e+00,2.461966836736397268e-01
4.250799663177087950e+01,8.427123379629385624e+00,2.472799676668091529e-01
4.261236674557065385e+01,8.431228815157279399e+00,2.483680181913242024e-01
4.271719609574985554e+01,8.435266942558710568e+00,2.494608562202821067e-01
4.282248670298326232e+01,8.439237301197737295e+00,2.505585028190641106e-01
4.292778654799767679e+01,8.443139440544504382e+00,2.516609791457403156e-01
4.303307294379300174e+01,8.446972919986889039e+00,2.527683064514781863e-01
4.313882260767772436e+01,8.450737312356269015e+00,2.538805060809516401e-01
4.324503757806642312e+01,8.454432204611341817e+00,2.549975994727530781e-01
4.335171990234282902e+01,8.458057198396449650e+00,2.561196081598060559e-01
4.345887163689933885e+01,8.461611910613148879e+00,2.572465537697807836e-01
4.356649484717664222e+01,8.465095974005347301e+00,2.583784580255110153e-01
4.367459160770344084e+01,8.468509037758295221e+00,2.595153427454118811e-01
4.378316400213662263e+01,8.471850768111602648e+00,2.606572298439019941e-01
4.389221412330127237e+01,8.475120848986696487e+00,2.618041413318247801e-01
4.400174407323107317e+01,8.478318982628843870e+00,2.629560993168729710e-01
4.411175596320880743e+01,8.481444890264148384e+00,2.641131260040148754e-01
4.422225191380707088e+01,8.484498312771743045e+00,2.652752436959223692e-01
4.433323405492912173e+01,8.487479011371490856e+00,2.664424747934006632e-01
4.444470452585002107e+01,8.490386768327491396e+00,2.676148417958206793e-01
4.455666547525768095e+01,8.493221387667672317e+00,2.687923673015512049e-01
4.466911906129448084e+01,8.495982695919849448e+00,2.699750740083964873e-01
4.478206745159879176e+01,8.498670542864442012e+00,2.711629847140325511e-01
4.489541006959073854e+01,8.501284802304304833e+00,2.723561223164470690e-01
4.500873754603478716e+01,8.503825372851888886e+00,2.735545098143802312e-01
4.512256367193010220e+01,8.506292178734101483e+00,2.747581703077687232e-01
4.523689064137191451e+01,8.508685170615231996e+00,2.759671269981905928e-01
4.535172065810963460e+01,8.511004326438239787e+00,2.771814031893126140e-01
4.546705593558936442e+01,8.513249652284741842e+00,2.784010222873395946e-01
4.558289869699646601e+01,8.515421183254121118e+00,2.796260078014648487e-01
4.569925117529854219e+01,8.517518984362020262e+00,2.808563833443244451e-01
4.581611561328841731e+01,8.519543151458673691e+00,2.820921726324517875e-01
4.593349426362737375e+01,8.521493812167390658e+00,2.833333994867347494e-01
4.605138938888853772e+01,8.523371126843573009e+00,2.845800878328747507e-01
4.616980326160057757e+01,8.525175289554661973e+00,2.858322617018483891e-01
4.628873816429143773e+01,8.526906529081426100e+00,2.870899452303702359e-01
4.640819638953233550e+01,8.528565109940922540e+00,2.883531626613580756e-01
4.652818023998204211e+01,8.530151333431605920e+00,2.896219383444008644e-01
4.664869202843109264e+01,8.531665538700924145e+00,2.908962967362266894e-01
4.676973407784657155e+01,8.533108103835873592e+00,2.921762624011758902e-01
4.689126957181849775e+01,8.534479446976909855e+00,2.934618600116735143e-01
4.701305548751818719e+01,8.535780027455640351e+00,2.947531143487050476e-01
4.713537727044038661e+01,8.537010346956737550e+00,2.960500503022943097e-01
4.725823727844132804e+01,8.538170950704532913e+00,2.973526928719830709e-01
4.738163787975197749e+01,8.539262428674689431e+00,2.986610671673128881e-01
4.750558145302372282e+01,8.540285416831506993e+00,2.999751984083093292e-01
4.763007038737418952e+01,8.541240598391217631e+00,3.012951119259681398e-01
4.775510708243325553e+01,8.542128705111815989e+00,3.026208331627426307e-01
4.788069394838940696e+01,8.542950518609853106e+00,3.039523876730355623e-01
4.800683340603612237e+01,8.543706871704767281e+00,3.052898011236907516e-01
4.813352788681854832e+01,8.544398649791123290e+00,3.066330992944880096e-01
4.826077983288039519e+01,8.545026792239369229e+00,3.079823080786404099e-01
4.838859169711096087e+01,8.545592293825583496e+00,3.093374534832926681e-01
4.851696594319246003e+01,8.546096206190732403e+00,3.106985616300231845e-01
4.864590504564752393e+01,8.546539639329928661e+00,3.120656587553476968e-01
4.877541148988677122e+01,8.546923696657920289e+00,3.134387712112232660e-01
4.890547047458460383e+01,8.547248806704148549e+00,3.148179254655588677e-01
4.903604103710427609e+01,8.547514977055307384e+00,3.162031481027237079e-01
4.916718611995560906e+01,8.547722230012187339e+00,3.175944658240604235e-01
4.929890825107142405e+01,8.547870609784796514e+00,3.189919054483993932e-01
4.943120996950764834e+01,8.547960183130458134e+00,3.203954939125760459e-01
4.956409382549223608e+01,8.547991040005072705e+00,3.218052582719497234e-01
4.969756238047435914e+01,8.547963294227749032e+00,3.232212257009255962e-01
4.983161820717376855e+01,8.547877084159040351e+00,3.246434234934785223e-01
4.996626388963029086e+01,8.547732573393048483e+00,3.260718790636778497e-01
5.010150202325381485e+01,8.547529951463570086e+00,3.275066199462178806e-01
5.023733521487420006e+01,8.547269434564599422e+00,3.289476737969475040e-01
5.037376608279154766e+01,8.546951266285399029e+00,3.303950683934032684e-01
5.051079725682668453e+01,8.546575718360385210e+00,3.318488316353449541e-01
5.064843137837185338e+01,8.546143091434085903e+00,3.333089915452935315e-01
5.078667110044160182e+01,8.545653715841451614e+00,3.347755762690711179e-01
5.092556321786355511e+01,8.545107952403757423e+00,3.362486140763435438e-01
5.106514779591861952e+01,8.544506193240339442e+00,3.377281333611655834e-01
5.120534655665412060e+01,8.543848862596506777e+00,3.392141626425271284e-01
5.134616220252024732e+01,8.543136417687831496e+00,3.407067305649047473e-01
5.148759744785813552e+01,8.542369349561134584e+00,3.422058658988124114e-01
5.162965501895223497e+01,8.541548183972423658e+00,3.437115975413566615e-01
5.177233765408286814e+01,8.540673482282103990e+00,3.452239545167935519e-01
5.191564810357894544e+01,8.539745842367716833e+00,3.467429659770877026e-01
5.205958912987110665e+01,8.538765899554517702e+00,3.482686612024750716e-01
5.220416350754483403e+01,8.537734327564209025e+00,3.498010696020265042e-01
5.234937402339404855e+01,8.536651839482093607e+00,3.513402207142153899e-01
5.249522347647469189e+01,8.535519188742977548e+00,3.528861442074857080e-01
5.264171467815882721e+01,8.534337170136168993e+00,3.544388698808257354e-01
5.278885045218877536e+01,8.533106620829805422e+00,3.559984276643414214e-01
5.293675367080378891e+01,8.531828421414937580e+00,3.575648476198330927e-01
5.308548359758520974e+01,8.530503496969602750e+00,3.591381599413755454e-01
5.323486794727185867e+01,8.529132818143279948e+00,3.607183949558996905e-01
5.338490959937391978e+01,8.527717402262044999e+00,3.623055831237771973e-01
5.353561144607168387e+01,8.526258314454743470e+00,3.638997550394081903e-01
5.368697639227112006e+01,8.524756668800602455e+00,3.655009414318090566e-01
5.383900735566013651e+01,8.523213629498506805e+00,3.671091731652075807e-01
5.399170726676465648e+01,8.521630412058444293e+00,3.687244812396360261e-01
5.414507906900511358e+01,8.520008284515357744e+00,3.703468967915289900e-01
5.429912571875322413e+01,8.518348568665849996e+00,3.719764510943239788e-01
5.445385018538897981e+01,8.516652641328082751e+00,3.736131755590638148e-01
5.460925545135783210e+01,8.514921934515019331e+00,3.752571017350022076e-01
5.476534451222825339e+01,8.513157487450198957e+00,3.769082613102122115e-01
5.492224303709102173e+01,8.511359235269186030e+00,3.785666861121969595e-01
5.508013246773803218e+01,8.509526938088180614e+00,3.802324081085020069e-01
5.523871662379871594e+01,8.507660354849017281e+00,3.819054594073335585e-01
5.539799856211734408e+01,8.505759243257971391e+00,3.835858722581760305e-01
5.555798135298851292e+01,8.503823359722158415e+00,3.852736790524139421e-01
5.571866808021636785e+01,8.501852459283389507e+00,3.869689123239564155e-01
5.588006184117401887e+01,8.499846295549492226e+00,3.886716047498641746e-01
5.604216574686324748e+01,8.497804620622995131e+00,3.903817891509795968e-01
5.620498292197448365e+01,8.495727185027117656e+00,3.920994984925590399e-01
5.636851650494705979e+01,8.493613737628994187e+00,3.938247658849090560e-01
5.653276964802957139e+01,8.491464025560103934e+00,3.955576245840227712e-01
5.669774551734086288e+01,8.489277794133784028e+00,3.972981079922234260e-01
5.686344729293089983e+01,8.487054786759788527e+00,3.990462496588065289e-01
5.703036600719955374e+01,8.484794744855816973e+00,4.008020832806870604e-01
5.719806100908412105e+01,8.482497407755953844e+00,4.025656427030490647e-01
5.736649388163601060e+01,8.480162512615921244e+00,4.043369619199978504e-01
5.753566787154186812e+01,8.477789794315096827e+00,4.061160750752152993e-01
5.770558623977398582e+01,8.475378985355185080e+00,4.079030164626182287e-01
5.787625226165324221e+01,8.472929815755533056e+00,4.096978205270195295e-01
5.804766922691204911e+01,8.470442012944911170e+00,4.115005218647908580e-01
5.821984043975798073e+01,8.467915301649796334e+00,4.133111552245313791e-01
5.839276921893738859e+01,8.465349403778986925e+00,4.151297555077367862e-01
5.856645889779930059e+01,8.462744038304503391e+00,4.169563577694715417e-01
5.874091282435976780e+01,8.460098921138680339e+00,4.187909972190452801e-01
5.891627817925807875e+01,8.457413765007402162e+00,4.206337092206912098e-01
5.909290993802287772e+01,8.454688279319332977e+00,4.224845292942479569e-01
5.927031888985992225e+01,8.451922170031094694e+00,4.243434931158441836e-01
5.944850845447733434e+01,8.449115139508309724e+00,4.262106365185853174e-01
5.962748206663032846e+01,8.446266886382396422e+00,4.280859954932463296e-01
5.980724317618722807e+01,8.443377105403016003e+00,4.299696061889637377e-01
5.998779524819607190e+01,8.440445487286112325e+00,4.318615049139332140e-01
6.016914176295134098e+01,8.437471718557427280e+00,4.337617281361089705e-01
6.035128621606111210e+01,8.434455481391401221e+00,4.356703124839073071e-01
